SKU,Product_Name,Category,Current_Stock,Cost_Per_Unit,Supplier,Defect_Rate,Lead_Time_Days,Sales_Date,Quantity_Sold
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-11,0
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-12,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-13,4
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-14,6
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-15,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-16,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-17,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-18,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-19,1
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-20,5
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-21,6
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-22,2
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-23,3
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-24,2
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-25,5
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-26,4
SKU-003,Wheat Flour 5kg,Groceries,200,210,FreshGrain Suppliers,0.01,5,2026-02-27,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-11-30,5
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-01,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-02,6
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-03,6
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-04,7
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-05,6
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-06,6
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-07,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-08,1
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-09,6
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-10,2
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-11,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-12,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-13,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-14,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-15,7
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-16,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-17,5
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-18,2
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-19,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-20,1
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-21,5
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-22,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-23,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-24,7
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-25,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-26,7
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-27,5
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-28,2
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-29,1
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-30,6
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2025-12-31,2
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-01,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-02,5
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-03,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-04,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-05,7
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-06,5
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-07,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-08,8
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-09,6
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-10,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-11,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-12,6
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-13,6
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-14,0
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-15,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-16,5
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-17,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-18,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-19,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-20,7
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-21,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-22,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-23,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-24,6
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-25,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-26,6
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-27,2
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-28,7
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-29,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-30,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-01-31,1
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-01,5
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-02,7
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-03,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-04,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-05,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-06,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-07,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-08,1
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-09,2
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-10,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-11,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-12,5
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-13,5
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-14,1
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-15,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-16,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-17,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-18,6
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-19,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-20,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-21,2
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-22,6
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-23,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-24,3
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-25,4
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-26,5
SKU-004,LED Bulb 12W,Electronics,12,120,BrightLite Corp,0.03,10,2026-02-27,6
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-11-30,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-01,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-02,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-03,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-04,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-05,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-06,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-07,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-08,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-09,3
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-10,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-11,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-12,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-13,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-14,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-15,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-16,3
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-17,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-18,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-19,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-20,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-21,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-22,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-23,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-24,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-25,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-26,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-27,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-28,3
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-29,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-30,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2025-12-31,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-01,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-02,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-03,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-04,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-05,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-06,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-07,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-08,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-09,4
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-10,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-11,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-12,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-13,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-14,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-15,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-16,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-17,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-18,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-19,3
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-20,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-21,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-22,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-23,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-24,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-25,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-26,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-27,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-28,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-29,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-30,3
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-01-31,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-01,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-02,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-03,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-04,3
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-05,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-06,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-07,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-08,4
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-09,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-10,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-11,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-12,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-13,2
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-14,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-15,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-16,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-17,3
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-18,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-19,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-20,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-21,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-22,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-23,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-24,0
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-25,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-26,1
SKU-005,Extension Board 4-way,Electronics,60,320,PowerTech India,0.025,12,2026-02-27,1
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-11-30,2
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-01,2
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-02,7
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-03,5
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-04,7
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-05,7
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-06,3
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-07,6
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-08,3
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-09,6
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-10,7
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-11,2
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-12,4
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-13,8
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-14,9
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-15,7
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-16,4
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-17,5
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-18,7
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-19,5
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-20,2
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-21,3
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-22,10
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-23,7
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-24,4
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-25,6
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-26,9
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-27,4
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-28,9
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-29,9
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-30,10
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2025-12-31,8
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-01,7
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-02,7
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-03,6
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-04,10
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-05,4
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-06,7
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-07,5
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-08,6
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-09,9
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-10,7
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-11,8
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-12,3
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-13,2
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-14,4
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-15,2
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-16,4
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-17,8
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-18,5
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-19,8
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-20,6
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-21,4
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-22,9
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-23,6
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-24,6
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-25,4
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-26,2
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-27,6
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-28,9
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-29,3
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-30,2
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-01-31,4
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-01,8
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-02,4
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-03,10
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-04,6
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-05,8
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-06,5
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-07,8
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-08,5
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-09,3
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-10,13
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-11,9
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-12,8
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-13,4
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-14,7
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-15,2
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-16,7
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-17,10
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-18,5
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-19,3
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-20,8
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-21,9
SKU-006,Notebook A4 Pack,Stationery,35,45,PaperPlus Traders,0.01,4,2026-02-22,5
